Country Name,ISO,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Barbados,BRB,99.27465057,96.76538849,96.64907074,94.95597839,96.12875366,98.2460022,99.64701843,101.1689224,100.4597092,99.5956192,98.28398895,,,95.19335175,95.91723633,97.28296661,97.76967621,99.35134888,100.3379135
Brunei Darussalam,BRN,107.3191299,107.7133484,110.6532669,111.04673,110.6296997,110.3037262,109.6869583,107.6224136,106.9230423,106.5421677,106.8165207,105.9343872,106.1110306,105.4932098,105.5275497,107.122818,104.8577118,103.151619,100.0995026
Bhutan,BTN,78.63001251,81.08416748,84.15406036,87.92790222,91.05957794,94.55560303,97.91548157,100.9437866,105.1542435,108.214447,110.8769836,111.9010315,106.9431076,105.4768219,104.2337723,102.6606827,101.334137,100.139679,
Botswana,BWA,111.4173203,111.5221786,111.3464279,110.886879,111.1485901,111.4676895,109.8346481,108.4972076,108.2003632,,,105.0808487,105.001442,103.7176437,103.2383881,,,,
Central African Republic,CAF,77.83853912,68.23957062,67.35006714,57.62015915,63.89601135,63.46092987,72.96401978,83.78250122,85.08270264,87.33161163,87.67289734,87.80935669,,,,102.018898,,,
Canada,CAN,,,,98.47679901,97.36457062,98.88063049,98.96647644,98.01331329,99.00879669,98.64160156,98.1893692,99.51828003,100.3407135,101.5366592,102.4850769,101.0238724,100.9436798,101.501091,
Central Europe and the Baltics,CEB,99.34027,99.10986,99.05121,99.45536,98.89889,98.54452,98.77248,98.37071,98.82007,99.07394,98.93132,99.67293,99.0535,98.34834,97.59906,96.91125,96.47176,95.26243,95.30736
Switzerland,CHE,105.618721,104.6274796,104.018158,103.3386993,102.3071823,101.9868469,102.1081085,102.5406799,102.8344421,102.8494568,103.1139221,103.153717,103.6014786,103.4874268,104.1841965,104.6291122,105.1906815,105.4764709,
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,
Chile,CHL,,100.8430481,99.72118378,104.1549988,104.5610809,105.4123535,106.7814789,107.5443497,106.5049591,103.7504807,103.4072495,103.2480698,101.4587402,100.9414597,100.6848373,100.9782562,101.4301605,102.1792221,
China,CHN,112.3415909,,,,,100.9932785,100.7070465,100.7424393,100.0061035,98.96421814,99.04701996,99.79109955,99.56459808,95.7964325,96.31860352,97.96192169,99.40480804,100.2227478,101.9257202
Cote d'Ivoire,CIV,76.12586975,76.47013092,71.86367035,,,68.51096344,68.98220062,72.73876953,71.83100128,,79.69288635,82.73464203,83.99137878,86.80014038,90.65904236,95.88668823,98.3680191,99.79975128,100.3153381
Cameroon,CMR,100.8117294,100.8028183,100.92099,105.4128723,103.4494476,102.3047638,104.2417526,104.3504791,106.266861,108.1326599,107.2281418,111.6661911,,113.2790298,116.2104416,116.1173019,110.3206787,103.4021225,105.7478409
"Congo, Dem. Rep.",COD,,66.96289063,,,,,93.10951233,101.4436188,100.490921,99.99916077,101.1622391,105.4910507,106.5535507,110.176651,107.9770813,,,118.45961,
"Congo, Rep.",COG,101.2436066,103.5903015,97.9595108,109.313652,108.5212097,108.7347717,106.163147,103.7749023,107.3627777,109.160202,109.2318726,106.6400604,,,,,,,
Colombia,COL,116.2485733,117.1530533,,119.5810089,121.526619,122.4302368,123.1524734,123.645752,124.5789108,120.3232117,117.6694717,114.9600525,116.2692108,114.5444183,115.2318878,116.2337036,114.9832687,114.5266571,
Comoros,COM,,111.9913177,110.3323517,108.1850891,,,103.9731827,108.641243,,,108.0246506,,107.0317917,104.9748917,,,99.44759369,99.50662994,
Cabo Verde,CPV,117.9563293,116.8551178,115.3991699,113.9930573,114.2273102,115.9219284,116.0254364,115.3738022,113.3897629,111.1121521,109.0176315,107.9075775,108.1929321,107.4293137,105.4968414,103.9074707,103.2829208,104.0279694,
Costa Rica,CRI,109.8127213,109.2016068,,113.8143311,111.8618469,114.1232605,113.6890335,115.3518066,116.9517517,116.8993683,115.8881912,114.669548,112.3201904,111.7728577,111.2979507,111.7611389,110.8334732,113.2942886,116.1822891
Caribbean small states,CSS,100.4975,99.02647,99.11731,100.1278,99.49186,99.95187,97.87552,100.0007,100.0745,98.97625,100.0812,100.3823,100.2685,99.54082,99.78897,99.23506,98.32568,98.59672,96.31077
Cuba,CUB,102.981163,103.6112518,101.8320923,101.6944733,101.1121826,100.3399811,99.71524048,99.38471985,100.8234406,101.4597702,101.4262009,100.8270111,99.1319809,100.0399704,99.48757935,99.56202698,100.4601517,101.9045486,102.8671417
Curacao,CUW,,,,,,,,,,,,,160.9963531,,,,,,
Cayman Islands,CYM,99.27272797,95.38912964,,87.54884338,85.15112305,91.24703217,96.6866684,95.89321899,,,93.65451813,91.84696198,87.52493286,,,,,87.62740326,
Cyprus,CYP,96.64961243,97.77345276,97.61051178,97.74523163,100.8579483,102.3869095,102.4738388,103.3517075,105.3647614,101.6243286,101.2005386,100.1753464,99.76197815,99.15271759,99.30011749,98.54550934,99.3066864,99.79544067,
Czech Republic,CZE,103.4155884,101.5521011,99.02735138,98.59606171,99.21469879,99.99620056,103.1852722,105.734848,105.9728622,103.8044205,100.7608566,99.36768341,98.74181366,98.66822815,99.51667786,100.2088776,100.67099,100.5089874,
Germany,DEU,104.3607635,102.5475006,102.098381,102.8830032,103.1063766,104.2132568,104.7863388,104.0239792,103.3964233,102.9958801,102.4665604,101.6141968,100.8382492,100.5386429,101.66745,102.6775589,104.0223618,103.8945618,
Djibouti,DJI,36.46623993,38.3257103,40.16493988,42.13890839,43.61315155,45.97518921,48.95087051,58.85699081,58.68320084,,66.50891113,69.41964722,69.42003632,70.98679352,70.13204193,69.38295746,69.59623718,70.29769135,75.28794098
Dominica,DMA,105.6670074,100.0637665,95.57749176,92.0981369,91.47368622,90.79055023,92.79579163,94.82212067,98.46871948,102.7395477,108.3189087,114.0296783,114.6968613,116.0983734,116.1912079,114.7266235,,,100.3757629
Denmark,DNK,101.3616562,103.3226089,,100.7323303,98.73159027,99.30143738,100.0146713,99.61479187,99.56536865,99.58200836,100.7806702,101.3565598,101.5455627,101.2942276,101.4564438,101.8048325,101.2680893,100.5239105,
Dominican Republic,DOM,,118.1388702,115.8429718,107.8768082,108.3769226,103.6323624,113.7290497,109.5305405,111.8576965,110.5022202,109.8604507,107.9562912,109.1145935,107.5581589,111.4053574,110.2987518,107.7998123,105.6986465,112.2282104
Algeria,DZA,104.021698,105.1424713,105.9267502,106.893898,107.5860977,108.1565704,109.5317078,109.2309723,112.3589706,115.3375778,116.5679092,118.0795898,119.5393219,118.5028076,115.8778381,113.8302002,111.7644806,109.8828201,107.3316879
East Asia & Pacific (excluding high income),EAP,109.906,108.4389,106.9943,105.6098,104.0012,101.9177,102.2857,102.2731,102.148,101.8983,102.2131,102.9149,102.5591,100.4235,100.674,101.5237,102.1468,102.3083,103.564
Early-demographic dividend,EAR,96.7173,97.43274,100.5816,101.7175,102.9787,103.7022,105.4737,105.8166,105.8355,106.1326,106.2435,106.9932,107.3104,106.1757,106.4263,108.8725,107.8453,102.0029,101.9569
East Asia & Pacific,EAS,109.0766,107.7231,106.421,105.224,103.7667,101.8695,102.2626,102.2435,102.138,101.9143,102.2173,102.8323,102.4333,100.4266,100.5983,101.3406,101.9033,102.0743,103.4764
Europe & Central Asia (excluding high income),ECA,105.2878,107.5524,105.303,102.839,100.1875,99.28909,99.4841,99.89825,99.49078,100.1054,100.5967,100.1855,102.6014,101.8223,100.2045,100.471,98.8549,99.66861,99.50011
Europe & Central Asia,ECS,103.5371,104.1528,103.1055,102.498,101.6391,101.261,101.3467,101.6561,101.3404,101.5511,101.693,101.6598,103.0771,101.9853,101.2684,101.2044,100.6603,100.8571,100.7812
Ecuador,ECU,112.1068192,112.599678,111.7221222,110.6475296,109.874321,109.210762,110.0121078,107.6865463,112.23349,113.0802536,114.1176682,112.2776184,111.3694992,112.8784866,107.6838379,104.9349594,103.5349426,103.267952,
"Egypt, Arab Rep.",EGY,93.96898651,94.78852844,95.33437347,95.71114349,95.70667267,97.26132202,98.3864975,,101.3825684,102.2853394,99.18448639,104.7797394,105.094429,103.8715363,,105.3935776,106.1334686,106.2849274,106.4095612
Euro area,EMU,103.6373,102.9015,102.6419,102.5432,103.5285,103.9453,104.2214,104.152,103.7213,103.3613,103.1682,102.7773,103.12,102.377,102.3951,102.1231,102.6467,102.6105,102.6133
Eritrea,ERI,81.24861145,91.5184021,101.5806808,108.5685883,112.4672318,111.9507217,103.105072,97.44982147,91.38321686,83.67566681,86.23454285,87.27342987,92.24736786,79.85054779,76.16100311,,68.47451782,68.43383026,
Spain,ESP,104.0246201,103.5990982,103.4238586,103.6473312,103.0569916,103.72332,104.1515884,104.6607971,104.5888824,103.9755783,104.5556488,105.240181,108.193779,107.1520386,106.3639908,104.2141724,102.710289,101.9893494,
Estonia,EST,103.7744522,102.3805313,101.1879425,99.68179321,98.90731049,97.70076752,98.90847778,101.6107101,103.0611725,103.0321426,101.7139435,100.9544907,99.56826019,98.00723267,97.14640808,97.11779785,97.2301712,97.66768646,
Ethiopia,ETH,60.58218002,63.79333878,65.08451843,67.91499329,79.0526123,83.22889709,89.07444,94.75041199,93.42681885,91.65653229,94.27971649,94.26506042,,99.25276184,100.971489,,,,
European Union,EUU,102.2513,101.727,101.5552,102.3,102.8173,102.8213,102.8193,103.0471,102.7845,102.7011,102.5409,102.7609,103.4077,102.0663,101.9494,101.6026,101.833,101.5683,101.585
Fragile and conflict affected situations,FCS,81.40854,84.97517,87.5108,89.60969,90.30919,91.97254,90.67235,90.16821,90.82491,91.55229,94.01163,95.96526,96.04185,95.33231,93.48047,93.89279,94.11728,94.41408,94.28645
Finland,FIN,101.2640228,100.3905716,99.6743927,98.78333282,98.41797638,98.00862885,98.55609894,98.97754669,99.21356964,99.48232269,99.75524139,100.3409805,100.3441467,100.6207199,100.560791,100.4188385,100.1546402,100.2051086,
Fiji,FJI,104.0055618,105.8880768,108.6627884,112.6782837,,113.3765335,107.3032608,106.2566681,104.8310699,,105.6897964,106.6172867,107.818718,,106.7164612,106.4388885,,,116.4591064
France,FRA,100.3822098,100.2492981,99.97544861,99.81118011,104.6364899,104.2788467,103.8597794,103.6221466,103.0411377,102.7615128,102.6911011,102.5231628,102.2764435,101.2803497,101.9896393,102.2604294,102.4172211,102.8740005,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,112.8870163,111.0960007,,113.1125488,,,,,,,101.4321213,97.17474365,97.03672028,,,96.80560303
Gabon,GAB,135.3308563,140.881958,137.5253754,,,,,,,,139.9336243,,,,,,,,
United Kingdom,GBR,100.2299194,99.82263184,99.99331665,105.935173,106.3861694,105.0685806,103.2406006,105.0618896,104.2597885,104.5549088,104.4257126,106.2460785,107.1119995,102.2555466,101.9252701,101.3352127,101.1545563,100.9955521,
Georgia,GEO,115.6947479,110.8205032,106.9096527,106.2339096,100.7800903,99.93818665,103.2273712,104.0247726,103.6957016,103.3403473,104.2706833,106.305542,106.3921967,104.2728119,102.7534714,100.3439484,100.3583069,98.63083649,99.29888153
Ghana,GHA,77.9119873,81.00469971,77.61261749,80.76332092,86.54676056,90.666008,95.58154297,101.0230026,100.2911301,,102.9708099,106.687912,106.1007996,104.5874481,108.3378906,106.7279663,105.5098801,103.5684662,104.8414078
Gibraltar,GIB,84.47049713,,,,,,,109.7402573,111.8172379,,,,,,,101.1211624,103.5440292,,107.7583008
Guinea,GIN,61.27466965,69.69432831,73.02693939,76.08023071,78.10018158,79.64610291,81.74790955,82.77784729,82.38143158,84.24967957,87.28553009,89.20852661,91.14469147,92.76374054,,91.50917053,,,
"Gambia, The",GMB,80.29878998,77.59647369,80.64457703,81.51904297,79.6480484,78.75121307,81.15557861,80.29094696,79.72770691,79.78491211,77.92639923,81.2006073,82.98383331,86.74098969,90.04512787,92.02220917,95.23710632,98.01438141,101.6599731
Guinea-Bissau,GNB,89.8494873,,,108.7224274,116.306221,122.4438095,,,,118.6851807,,,,,,,,,
Equatorial Guinea,GNQ,107.2016907,104.0579834,94.71421051,,90.01091766,,,72.16177368,70.19529724,69.38204956,67.94090271,69.14431,,,61.7751503,,,,
Greece,GRC,96.32824707,97.38613129,97.95394897,98.68874359,97.83577728,97.67706299,96.79380035,,,98.51425171,98.29023743,99.16412354,98.92430115,97.87486267,99.52629852,99.27773285,99.55348206,99.36643219,
Grenada,GRD,97.8859024,112.304512,111.8689804,110.1524963,103.2121887,,103.9276505,108.6544495,115.5776367,116.5287781,,,119.3914185,118.5854416,118.5521622,112.4978714,111.447731,106.8507614,
Greenland,GRL,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,100.396843,103.1170731,,108.6822586,109.8527908,111.030777,111.3810272,111.9824066,115.7610092,115.4871292,113.629921,108.8770828,106.0161819,102.5807419,101.5126877,100.8123016,101.1948929,101.9026184,101.8734894
Guam,GUM,,,,,,,,,,,,,,,,,,,
Guyana,GUY,102.2452621,,97.42949677,,100.8813171,,97.94065094,98.86010742,95.18860626,96.49475861,98.99661255,97.81163788,,,,,,,
High income,HIC,100.7103,100.189,100.6609,101.2319,101.7193,102.0451,102.6189,102.7983,102.4805,101.8946,101.5356,101.6561,102.0756,101.752,101.4832,101.2779,101.2348,101.0169,101.5891
"Hong Kong SAR, China",HKG,,,,,,,,,,,,103.9206619,106.4941864,109.3130112,110.2267609,108.1417465,107.7623215,108.6176682,109.3225327
Honduras,HND,,,108.7432098,106.2672195,101.7492294,104.6900864,99.84381866,100.9270477,99.79480743,100.6589508,99.64569855,96.52674866,93.85205078,91.94348907,92.7776413,92.58468628,91.53495789,,91.45446777
Heavily indebted poor countries (HIPC),HPC,76.32969,81.80008,85.25112,88.27614,90.99935,93.56446,95.86883,99.55514,99.33019,99.36415,99.39968,100.6562,100.8953,101.6077,100.882,101.2837,101.5635,102.1012,102.5951
Croatia,HRV,97.08647919,99.78099823,101.7568588,,103.345993,100.7032471,97.72112274,93.84365845,91.78289032,91.94394684,93.53772736,96.37911987,99.68901062,100.9960175,100.5792313,98.20056915,96.47103119,94.60305023,
Haiti,HTI,,,,,,,,,,,,,,,,,,,
Hungary,HUN,100.2052078,99.01557159,98.11929321,97.50032806,98.16443634,99.58309174,99.00731659,100.6412506,101.0737686,100.856308,100.0155029,99.69792938,99.98496246,101.8569183,102.325119,101.8788071,100.8054733,96.76048279,
IBRD only,IBD,105.6488,105.2425,106.7028,106.3687,106.012,105.6542,106.5278,106.8951,106.4908,106.1179,106.115,106.8406,106.6276,104.5686,104.6383,106.8357,106.443,101.6957,102.1791
IDA & IBRD total,IBT,99.42612,99.81261,101.4966,101.9973,102.2815,102.338,103.1364,103.5128,103.4175,103.3221,103.7462,104.4974,104.2589,102.9043,102.5604,104.2252,103.9747,101.1766,101.584
IDA total,IDA,84.09816,87.00539,89.62967,91.89727,93.85312,95.01291,95.80754,96.39506,97.12429,97.73327,99.11373,100.0006,99.75354,99.79336,98.73298,99.48927,99.55746,100.2552,100.5405
IDA blend,IDB,87.31365,87.03714,89.42035,91.7082,93.35965,92.10333,91.39518,87.96491,89.18734,89.89696,91.24366,92.37108,92.82447,92.66232,90.86776,92.76621,92.26489,93.08309,93.47861
Indonesia,IDN,109.7509232,109.9209518,109.5265274,108.9343033,107.9554367,106.2683792,109.3057709,107.8225403,108.5492401,109.1503372,109.1798325,109.2734222,106.8415909,106.0734024,105.9602432,105.6098785,105.9114304,106.41082,
IDA only,IDX,82.49193,86.95247,89.6993,91.96231,94.08965,96.39913,97.90495,100.384,100.8548,101.3954,102.7991,103.5917,103.0365,103.1779,102.4817,102.7042,103.0623,103.7184,103.9816
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,
India,IND,94.1149292,94.74552917,102.6829071,,,,110.0201187,110.6973801,109.4510727,109.1013718,108.3233566,109.7612991,110.583313,107.8644104,108.4852295,114.5383224,112.9578629,,96.82868195
Not classified,INX,,,,,,,,,,,,,,,,,,,
Ireland,IRL,102.0224304,102.821228,102.7186279,102.9635468,103.0778503,102.9992371,103.3085327,102.4756012,102.7959671,103.2354889,103.3786774,102.1183395,101.9583435,101.5422363,101.184639,101.3414917,100.8527832,101.0328827,
"Iran, Islamic Rep.",IRN,103.3752213,103.4033432,102.290657,101.7263565,99.19589996,99.76322174,100.3732605,101.1464767,101.8525772,100.6534424,100.7328033,101.4610596,115.0664978,107.5530319,108.9007034,111.2355728,110.7075424,,
Iraq,IRQ,,,105.9637833,104.3805695,,,108.6890182,,,,,,,,,,,,
Iceland,ISL,102.887291,99.5475769,98.28539276,96.66490173,96.86299896,97.30982971,98.13413239,99.24107361,99.88291931,99.30812073,98.81152344,98.21530151,98.1158371,98.18360901,98.62542725,99.53414154,100.3514404,100.4399109,
Israel,ISR,107.2615204,107.1374283,106.670723,106.3178101,104.7628021,103.8044662,104.3342667,103.6946182,104.0737534,105.4466476,106.204483,106.8141479,105.6360168,105.1809311,105.6239624,104.7480469,104.901123,104.6884308,
Italy,ITA,103.4853363,102.8333817,102.4251022,102.0631409,102.290947,103.1094818,104.1129074,104.2742004,103.4859009,102.9937134,102.5043488,101.2919388,101.8972931,101.1514206,100.3867493,99.42546082,101.8793564,101.2479477,
Jamaica,JAM,95.89864349,96.15705872,94.69860077,96.28224182,,,,,,,,,,,91.88555908,90.88121796,89.76785278,90.99539185,85.0632782
Jordan,JOR,,96.81092834,97.90625763,98.0740509,96.90155029,94.89103699,92.0776062,89.57808685,,81.91504669,79.33522034,76.48641205,75.39795685,79.49862671,,78.56041718,80.77086639,81.45890045,81.79920959
Japan,JPN,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,99.94767761,101.63237,102.6658173,103.4474182,102.5416794,101.4763565,102.7717133,107.0839767,108.3263016,108.7613678,109.7716522,110.3984604,111.8934021,112.5344086,111.6400833,109.8852081,108.747757,105.836731,104.3713303
Kenya,KEN,94.38105011,88.24179077,101.8224182,100.4438934,99.34629059,96.34754181,102.3654938,102.2847977,103.9144974,,,109.4177322,,105.7534103,103.6615677,103.2053375,,,
Kyrgyz Republic,KGZ,96.22815704,96.06302643,96.81401062,98.07888031,98.85199738,100.1320419,98.80465698,99.09832001,98.9442215,99.46109009,99.68408966,103.1013031,105.0209427,105.8174515,105.4100723,104.6014709,107.0424271,107.5654068,106.0478134
Cambodia,KHM,115.8593674,129.4499054,131.4835205,131.9369965,130.8987122,128.8331909,127.8486023,123.7567902,123.2812271,123.8349304,122.1414719,121.7879333,123.4480591,116.8082199,117.0784836,110.1876526,107.8130569,107.4148483,106.4747391
Kiribati,KIR,117.9836121,110.5892029,116.1617584,111.8827515,111.93367,108.2425003,105.6639175,110.1147385,110.1238098,,,,,113.915863,105.5511322,106.2838364,101.3046112,,
St. Kitts and Nevis,KNA,110.422493,106.7285385,107.4714584,108.9638672,109.6339798,,107.1527786,113.1620331,112.4245682,113.4796829,111.4769287,110.5994263,108.3139496,108.617981,108.3019638,108.7355423,,,
"Korea, Rep.",KOR,99.24330902,98.92698669,99.91718292,100.2599869,101.1088486,101.738472,102.9203796,102.8828812,102.0039825,101.7198715,101.7119598,100.330307,98.06349182,98.30577087,98.78453827,97.71842194,98.08860016,99.60977936,
Kuwait,KWT,96.08379364,99.13406372,101.220108,102.4925232,104.8803406,102.3398666,104.6261292,101.6098175,101.5350876,102.2396393,105.6248093,104.9829025,103.9619522,103.7813034,102.5897369,100.5321503,95.688797,92.36026764,88.00608826
Latin America & Caribbean (excluding high income),LAC,120.4235,120.1063,118.4094,116.9116,116.6272,116.0568,115.9416,116.3573,116.5393,115.4279,116.3628,116.0094,111.173,110.3605,109.4084,109.305,109.3926,109.1723,109.7762
Lao PDR,LAO,104.669281,106.2496033,108.4670715,110.1283417,112.3695679,114.4925613,116.2463303,118.9764404,121.3645935,123.4320526,122.0937881,120.7501221,119.9384689,118.0751801,113.9655991,109.6517563,106.0174026,102.3609924,100.0459595
Lebanon,LBN,,,,,,,,,,,,,,,,,,,
Liberia,LBR,,,,,,95.13883209,,95.80924225,102.3635864,,105.1211395,,,97.42249298,95.33271027,89.47020721,85.10919189,,
Libya,LBY,103.6109619,103.2508316,103.2519608,105.4732513,102.0930481,109.0126877,,,,,,,,,,,,,
St. Lucia,LCA,104.6619568,103.5779495,103.4391327,101.9952927,102.9163895,107.3003082,100.5615234,,,,,,,,101.1423798,101.9086609,102.0014038,102.5982437,102.3345337
Latin America & Caribbean,LCN,119.4986,119.1835,117.5633,116.3083,116.0519,115.5556,115.5024,115.9123,116.0448,114.9111,115.7486,115.3945,110.749,109.9336,108.9881,108.8348,108.931,108.7282,109.3129
Least developed countries: UN classification,LDC,81.48887,86.19982,89.46417,91.92395,94.17973,96.63173,98.27987,100.8615,101.4252,101.8831,103.6284,104.1796,104.2293,104.4403,103.4157,103.5407,103.8565,104.5465,104.7641
Low income,LIC,75.67855,80.56845,84.1432,86.74214,89.44032,92.01701,94.20551,98.18273,98.62277,98.83402,99.418,100.8495,100.796,101.5339,100.357,100.824,101.095,101.6486,101.7614
Liechtenstein,LIE,,,106.1243973,109.1522217,106.812767,107.5119629,107.1121674,105.5256729,105.6987076,105.4591827,104.9505005,103.8280029,,102.6609879,105.6654205,105.4910202,104.6997375,106.3297882,
Sri Lanka,LKA,107.7947083,106.0455322,102.7808228,97.65267181,99.56508636,98.90337372,98.28852081,97.2772522,94.90720367,99.50328827,99.52458954,99.95391083,100.6436081,101.3596573,101.6614685,101.4740372,100.6327133,100.1620178,
Lower middle income,LMC,94.1345,95.01776,99.07302,100.5999,101.9735,102.8034,103.6629,103.4147,103.324,103.7601,104.355,105.3857,105.6023,104.1911,103.867,106.7461,105.7984,99.55864,99.67082
Low & middle income,LMY,99.42288,99.81165,101.5034,101.982,102.2713,102.3276,103.1263,103.5106,103.4179,103.3241,103.7453,104.4913,104.2578,102.9,102.5601,104.2378,103.9892,101.1842,101.5942
Lesotho,LSO,112.4104538,116.0732269,122.3311615,124.9616623,127.0547791,130.6141052,125.2277679,125.069397,124.0116882,124.7467728,123.0952301,121.2892532,117.2039413,116.5858231,116.6345215,117.6952667,120.8974991,,
Late-demographic dividend,LTE,112.4785,111.0621,109.4996,107.4,105.5848,103.6812,103.4647,103.8938,103.4181,102.5204,103.0106,103.6104,102.1054,99.84711,99.97347,101.1414,102.1167,102.6456,104.0053
